Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,desc_low,category,margin,profit
489436,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-01T09:06:00Z,1.69,13078,United Kingdom,assorted colour bird ornament,bird,0.18,0.26
489436,22119,PEACE WOODEN BLOCK LETTERS,3,2009-12-01T09:06:00Z,6.95,13078,United Kingdom,peace wooden block letters,wooden,0.11,0.69
489436,22142,CHRISTMAS CRAFT WHITE FAIRY,12,2009-12-01T09:06:00Z,1.45,13078,United Kingdom,christmas craft white fairy,christmas,0.26,0.3
489436,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01T09:06:00Z,1.65,13078,United Kingdom,heart ivory trellis large,ivory,0.16,0.23
489436,22295,HEART FILIGREE DOVE LARGE,12,2009-12-01T09:06:00Z,1.65,13078,United Kingdom,heart filigree dove large,unclassified,0.31,0.39
489436,22109,FULL ENGLISH BREAKFAST PLATE,16,2009-12-01T09:06:00Z,3.39,13078,United Kingdom,full english breakfast plate,english,0.13,0.39
489436,22107,PIZZA PLATE IN BOX,4,2009-12-01T09:06:00Z,3.75,13078,United Kingdom,pizza plate in box,plate,0.31,0.89
489436,22194,BLACK DINER WALL CLOCK,2,2009-12-01T09:06:00Z,8.5,13078,United Kingdom,black diner wall clock,clock,0.14,1.04
489436,35004B,SET OF 3 BLACK FLYING DUCKS,12,2009-12-01T09:06:00Z,4.65,13078,United Kingdom,set of 3 black flying ducks,unclassified,0.31,1.1
489436,82582,AREA PATROLLED METAL SIGN,12,2009-12-01T09:06:00Z,2.1,13078,United Kingdom,area patrolled metal sign,metal,0.16,0.29
489436,21181,PLEASE ONE PERSON  METAL SIGN,12,2009-12-01T09:06:00Z,2.1,13078,United Kingdom,please one person  metal sign,metal,0.16,0.29
489436,21756,BATH BUILDING BLOCK WORD,3,2009-12-01T09:06:00Z,5.95,13078,United Kingdom,bath building block word,block,0.19,0.95
489436,21333,CLASSIC WHITE FRAME,6,2009-12-01T09:06:00Z,2.95,13078,United Kingdom,classic white frame,frame,0.28,0.65
489436,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2009-12-01T09:06:00Z,1.25,13078,United Kingdom,small marshmallows pink bowl,bowl,0.31,0.3
489436,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,2009-12-01T09:06:00Z,1.25,13078,United Kingdom,biscuits small bowl light blue,light,0.26,0.26
489436,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2009-12-01T09:06:00Z,4.25,13078,United Kingdom,scottie dog hot water bottle,bottle,0.33,1.05
489437,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,2009-12-01T09:08:00Z,2.1,15362,United Kingdom,christmas craft heart decorations,christmas,0.26,0.43
489437,22145,CHRISTMAS CRAFT HEART STOCKING,6,2009-12-01T09:08:00Z,2.1,15362,United Kingdom,christmas craft heart stocking,christmas,0.26,0.43
489437,22130,PARTY CONE CHRISTMAS DECORATION,12,2009-12-01T09:08:00Z,0.85,15362,United Kingdom,party cone christmas decoration,christmas,0.26,0.18
489437,21364,PEACE SMALL WOOD LETTERS,2,2009-12-01T09:08:00Z,6.75,15362,United Kingdom,peace small wood letters,wood,0.29,1.52
489437,21360,JOY LARGE WOOD LETTERS,1,2009-12-01T09:08:00Z,9.95,15362,United Kingdom,joy large wood letters,wood,0.29,2.24
489437,21351,CINAMMON & ORANGE WREATH,2,2009-12-01T09:08:00Z,6.75,15362,United Kingdom,cinammon & orange wreath,unclassified,0.31,1.6
489437,21352,EUCALYPTUS & PINECONE  WREATH,2,2009-12-01T09:08:00Z,6.75,15362,United Kingdom,eucalyptus & pinecone  wreath,unclassified,0.31,1.6
489437,35400,WOODEN BOX ADVENT CALENDAR,2,2009-12-01T09:08:00Z,8.95,15362,United Kingdom,wooden box advent calendar,wooden,0.11,0.89
489437,20695,FLORAL BLUE MONSTER,3,2009-12-01T09:08:00Z,4.25,15362,United Kingdom,floral blue monster,floral,0.3,0.98
489437,37370,RETRO COFFEE MUGS ASSORTED,12,2009-12-01T09:08:00Z,1.25,15362,United Kingdom,retro coffee mugs assorted,retro,0.16,0.17
489437,10002,INFLATABLE POLITICAL GLOBE,12,2009-12-01T09:08:00Z,0.85,15362,United Kingdom,inflatable political globe,unclassified,0.31,0.2
489437,84507B,STRIPES DESIGN MONKEY DOLL,6,2009-12-01T09:08:00Z,2.55,15362,United Kingdom,stripes design monkey doll,design,0.28,0.56
489437,20703,BLUE PADDED SOFT MOBILE,3,2009-12-01T09:08:00Z,4.25,15362,United Kingdom,blue padded soft mobile,unclassified,0.31,1.01
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01T09:08:00Z,0.65,15362,United Kingdom,pack of 6 skull paper cups,paper,0.32,0.16
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2009-12-01T09:08:00Z,0.85,15362,United Kingdom,pack of 20 skull paper napkins,paper,0.32,0.21
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-01T09:08:00Z,0.85,15362,United Kingdom,hanging heart zinc t-light holder,holder,0.21,0.15
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2009-12-01T09:08:00Z,1.25,15362,United Kingdom,pink blue felt craft trinket box,trinket,0.13,0.14
489437,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01T09:08:00Z,2.95,15362,United Kingdom,feltcraft doll rosie,feltcraft,0.1,0.27
489437,22272,FELTCRAFT DOLL MARIA,6,2009-12-01T09:08:00Z,2.95,15362,United Kingdom,feltcraft doll maria,feltcraft,0.1,0.27
489437,22274,FELTCRAFT DOLL EMILY,6,2009-12-01T09:08:00Z,2.95,15362,United Kingdom,feltcraft doll emily,feltcraft,0.1,0.27
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01T09:08:00Z,3.75,15362,United Kingdom,vintage snakes & ladders,vintage,0.14,0.46
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01T09:08:00Z,4.95,15362,United Kingdom,scottie dog hot water bottle,bottle,0.33,1.23
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,2009-12-01T09:08:00Z,4.95,15362,United Kingdom,chocolate hot water bottle,bottle,0.33,1.23
489438,21329,DINOSAURS  WRITING SET,28,2009-12-01T09:24:00Z,0.98,18102,United Kingdom,dinosaurs  writing set,tin,0.24,0.19
489438,21252,SET OF MEADOW  FLOWER STICKERS,30,2009-12-01T09:24:00Z,1.69,18102,United Kingdom,set of meadow  flower stickers,flower,0.24,0.33
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,2009-12-01T09:24:00Z,1.15,18102,United Kingdom,charlie and lola charlotte bag,charlotte,0.18,0.18
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,2009-12-01T09:24:00Z,2,18102,United Kingdom,jumbo bag charlie and lola toys,jumbo,0.33,0.5
489438,20711,JUMBO BAG TOYS,60,2009-12-01T09:24:00Z,1.3,18102,United Kingdom,jumbo bag toys,jumbo,0.33,0.32
489438,21410,COUNTRY COTTAGE  DOORSTOP GREEN,32,2009-12-01T09:24:00Z,2.5,18102,United Kingdom,country cottage  doorstop green,door,0.24,0.48
489438,21411,GINGHAM HEART  DOORSTOP RED,32,2009-12-01T09:24:00Z,2.5,18102,United Kingdom,gingham heart  doorstop red,door,0.24,0.48
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,56,2009-12-01T09:24:00Z,3,18102,United Kingdom,charlie+lola red hot water bottle,bottle,0.33,0.74
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,56,2009-12-01T09:24:00Z,3,18102,United Kingdom,charlie lola blue hot water bottle,bottle,0.33,0.74
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,2009-12-01T09:24:00Z,1.9,18102,United Kingdom,charlie+lola pink hot water bottle,bottle,0.33,0.47
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,2009-12-01T09:24:00Z,1.9,18102,United Kingdom,charlie + lola red hot water bottle,bottle,0.33,0.47
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,2009-12-01T09:24:00Z,2.15,18102,United Kingdom,tomato charlie+lola coaster set,mat,0.25,0.43
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,2009-12-01T09:24:00Z,2.4,18102,United Kingdom,carrot charlie+lola coaster set,lola,0.11,0.24
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,2009-12-01T09:24:00Z,6.38,18102,United Kingdom,charlie + lola biscuits tins,tin,0.24,1.23
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,2009-12-01T09:24:00Z,6.4,18102,United Kingdom,charlie and lola figures tins,tin,0.24,1.24
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,2009-12-01T09:24:00Z,2.4,18102,United Kingdom,charlie & lola wastepaper bin blue,paper,0.32,0.58
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,2009-12-01T09:24:00Z,2.4,18102,United Kingdom,charlie & lola wastepaper bin flora,paper,0.32,0.58
489439,22065,CHRISTMAS PUDDING TRINKET POT,12,2009-12-01T09:28:00Z,1.45,12682,France,christmas pudding trinket pot,christmas,0.26,0.3
489439,22138,BAKING SET 9 PIECE RETROSPOT,9,2009-12-01T09:28:00Z,4.95,12682,France,baking set 9 piece retrospot,retrospot,0.16,0.68
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC,9,2009-12-01T09:28:00Z,4.95,12682,France,retro spot tea set ceramic 11 pc,tea,0.21,0.86
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2009-12-01T09:28:00Z,2.55,12682,France,lunchbox with cutlery retrospot,retrospot,0.16,0.35
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2009-12-01T09:28:00Z,5.95,12682,France,black/blue dots ruffled umbrella,umbrella,0.13,0.68
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2009-12-01T09:28:00Z,5.95,12682,France,red/white dots ruffled umbrella,umbrella,0.13,0.68
489439,16161P,WRAP ENGLISH ROSE,25,2009-12-01T09:28:00Z,0.42,12682,France,wrap english rose,rose,0.14,0.05
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,2009-12-01T09:28:00Z,0.42,12682,France,wrap blue russian folkart,wrap,0.13,0.05
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,2009-12-01T09:28:00Z,1.95,12682,France,set of three vintage gift wraps,vintage,0.14,0.24
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,2009-12-01T09:28:00Z,1.65,12682,France,retro sport party bag + sticker set,retro,0.16,0.23
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2009-12-01T09:28:00Z,0.65,12682,France,assorted cakes fridge magnets,cake,0.22,0.12
489439,21493,VINTAGE DESIGN GIFT TAGS,12,2009-12-01T09:28:00Z,0.85,12682,France,vintage design gift tags,design,0.28,0.19
489439,22130,PARTY CONE CHRISTMAS DECORATION,24,2009-12-01T09:28:00Z,0.85,12682,France,party cone christmas decoration,christmas,0.26,0.18
489439,22064,PINK DOUGHNUT TRINKET POT,12,2009-12-01T09:28:00Z,1.65,12682,France,pink doughnut trinket pot,trinket,0.13,0.19
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2009-12-01T09:28:00Z,1.65,12682,France,red toadstool led night light,light,0.26,0.34
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,2009-12-01T09:28:00Z,4.95,12682,France,set/3 russian doll stacking tins,tin,0.24,0.96
489439,84691,PACK 20 DOLLY PEGS,12,2009-12-01T09:28:00Z,0.85,12682,France,pack 20 dolly pegs,dolly,0.16,0.12
489439,20749,ASSORTED COLOUR MINI CASES,2,2009-12-01T09:28:00Z,7.95,12682,France,assorted colour mini cases,mini,0.14,0.98
489439,POST,POSTAGE,3,2009-12-01T09:28:00Z,18,12682,France,postage,unclassified,0.31,4.26
489440,22350,CAT BOWL,8,2009-12-01T09:43:00Z,2.55,18087,United Kingdom,cat bowl,bowl,0.31,0.6
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,2009-12-01T09:43:00Z,3.75,18087,United Kingdom,"dog bowl , chasing ball design",design,0.28,0.82
489441,22321,BIRD DECORATION RED SPOT,12,2009-12-01T09:44:00Z,0.72,18087,United Kingdom,bird decoration red spot,decoration,0.21,0.12
489441,22138,BAKING SET 9 PIECE RETROSPOT,6,2009-12-01T09:44:00Z,4.25,18087,United Kingdom,baking set 9 piece retrospot,retrospot,0.16,0.59
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,2009-12-01T09:44:00Z,2.95,18087,United Kingdom,red woolly hottie white heart.,hot,0.2,0.49
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,2009-12-01T09:44:00Z,4.25,18087,United Kingdom,scottie dog hot water bottle,bottle,0.33,1.05
489442,21955,UNION JACK GUNS & ROSES  DOORMAT,2,2009-12-01T09:46:00Z,6.75,13635,United Kingdom,union jack guns & roses  doormat,rose,0.14,0.83
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01T09:46:00Z,4.95,13635,United Kingdom,scottie dog hot water bottle,bottle,0.33,1.23
489442,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01T09:46:00Z,1.65,13635,United Kingdom,heart ivory trellis large,ivory,0.16,0.23
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,2009-12-01T09:46:00Z,1.25,13635,United Kingdom,yellow + brown bear felt purse kit,purse,0.28,0.27
489442,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01T09:46:00Z,2.95,13635,United Kingdom,feltcraft doll rosie,feltcraft,0.1,0.27
489442,22272,FELTCRAFT DOLL MARIA,6,2009-12-01T09:46:00Z,2.95,13635,United Kingdom,feltcraft doll maria,feltcraft,0.1,0.27
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01T09:46:00Z,2.95,13635,United Kingdom,white hanging heart t-light holder,holder,0.21,0.51
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,2009-12-01T09:46:00Z,1.65,13635,United Kingdom,kings choice small tube matches,tube,0.28,0.36
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2009-12-01T09:46:00Z,2.55,13635,United Kingdom,kings choice giant tube matches,tube,0.28,0.56
489442,21590,KINGS CHOICE CIGAR BOX MATCHES,48,2009-12-01T09:46:00Z,1.25,13635,United Kingdom,kings choice cigar box matches,mat,0.25,0.25
489442,22091,EMPIRE TISSUE BOX,12,2009-12-01T09:46:00Z,1.25,13635,United Kingdom,empire tissue box,unclassified,0.31,0.3
489442,84251J,"GREETING CARD, THE BLACK CAT",12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,"greeting card, the black cat",tin,0.24,0.08
489442,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,rainy ladies birthday card,birthday,0.22,0.08
489442,22026,BANQUET BIRTHDAY  CARD,12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,banquet birthday  card,birthday,0.22,0.08
489442,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,space boy birthday card,birthday,0.22,0.08
489442,22025,RING OF ROSES BIRTHDAY CARD,12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,ring of roses birthday card,rose,0.14,0.05
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,botanical lavender birthday card,birthday,0.22,0.08
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2009-12-01T09:46:00Z,4.25,13635,United Kingdom,set3 book box green gingham flower,flower,0.24,0.82
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-01T09:46:00Z,3.75,13635,United Kingdom,set/3 red gingham rose storage box,rose,0.14,0.46
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,2009-12-01T09:46:00Z,0.42,13635,United Kingdom,set 12 retro white chalk sticks,retro,0.16,0.06
489442,21790,VINTAGE SNAP CARDS,12,2009-12-01T09:46:00Z,0.85,13635,United Kingdom,vintage snap cards,vintage,0.14,0.1
489442,21888,BINGO SET,8,2009-12-01T09:46:00Z,3.75,13635,United Kingdom,bingo set,unclassified,0.31,0.89
489442,85178,VICTORIAN SEWING KIT,12,2009-12-01T09:46:00Z,1.25,13635,United Kingdom,victorian sewing kit,victorian,0.2,0.21
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-01T09:50:00Z,2.1,14110,United Kingdom,retro red spotty washing up gloves,spotty,0.15,0.27
489443,21035,SET/2 RED SPOTTY TEA TOWELS,12,2009-12-01T09:50:00Z,2.95,14110,United Kingdom,set/2 red spotty tea towels,spotty,0.15,0.38
489443,22041,"RECORD FRAME 7"" SINGLE SIZE",48,2009-12-01T09:50:00Z,2.1,14110,United Kingdom,"record frame 7"" single size",frame,0.28,0.46
489443,82001S,VINYL RECORD FRAME SILVER,24,2009-12-01T09:50:00Z,3.39,14110,United Kingdom,vinyl record frame silver,frame,0.28,0.74
489443,82580,BATHROOM METAL SIGN,12,2009-12-01T09:50:00Z,0.55,14110,United Kingdom,bathroom metal sign,metal,0.16,0.08
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,2009-12-01T09:50:00Z,2.55,14110,United Kingdom,ladies & gentlemen metal sign,metal,0.16,0.35
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-01T09:50:00Z,2.95,14110,United Kingdom,red spotty oven glove double,spotty,0.15,0.38
489444,POST,POSTAGE,1,2009-12-01T09:55:00Z,141,12636,USA,postage,unclassified,0.31,33.37
489445,35916C,PINK FELT HANGING HEART W FLOWER,12,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,pink felt hanging heart w flower,flower,0.24,0.16
489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,blue felt hanging heart w flower,flower,0.24,0.16
489445,22321,BIRD DECORATION RED SPOT,24,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,bird decoration red spot,decoration,0.21,0.15
489445,22130,PARTY CONE CHRISTMAS DECORATION,12,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,party cone christmas decoration,christmas,0.26,0.18
489445,22180,RETRO SPOT LAMP,2,2009-12-01T09:57:00Z,9.95,17519,United Kingdom,retro spot lamp,retro,0.16,1.37
489445,22128,PARTY CONES CANDY ASSORTED,12,2009-12-01T09:57:00Z,1.25,17519,United Kingdom,party cones candy assorted,party,0.22,0.23
489445,22163,HEART STRING MEMO HOLDER HANGING,6,2009-12-01T09:57:00Z,2.95,17519,United Kingdom,heart string memo holder hanging,holder,0.21,0.51
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2009-12-01T09:57:00Z,0.38,17519,United Kingdom,folkart bauble christmas decoration,christmas,0.26,0.08
489445,22253,6 CROCHET STRAWBERRIES,12,2009-12-01T09:57:00Z,1.25,17519,United Kingdom,6 crochet strawberries,unclassified,0.31,0.3
489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2009-12-01T09:57:00Z,1.45,17519,United Kingdom,set of 72 pink heart paper doilies,paper,0.32,0.35
489445,22219,LOVEBIRD HANGING DECORATION WHITE,24,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,lovebird hanging decoration white,decoration,0.21,0.15
489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2009-12-01T09:57:00Z,2.55,17519,United Kingdom,white tall porcelain t-light holder,holder,0.21,0.44
489445,22138,BAKING SET 9 PIECE RETROSPOT,3,2009-12-01T09:57:00Z,4.95,17519,United Kingdom,baking set 9 piece retrospot,retrospot,0.16,0.68
489445,21299,EDWARDIAN TOILET ROLL UNIT,1,2009-12-01T09:57:00Z,12.75,17519,United Kingdom,edwardian toilet roll unit,edwardian,0.31,3.02
489445,21099,SET/6 STRAWBERRY PAPER CUPS,24,2009-12-01T09:57:00Z,0.65,17519,United Kingdom,set/6 strawberry paper cups,paper,0.32,0.16
489445,21085,SET/6 WOODLAND PAPER CUPS,24,2009-12-01T09:57:00Z,0.65,17519,United Kingdom,set/6 woodland paper cups,paper,0.32,0.16
489445,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01T09:57:00Z,1.95,17519,United Kingdom,jumbo bag pink vintage paisley,vintage,0.14,0.24
489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,2009-12-01T09:57:00Z,1.25,17519,United Kingdom,"garland , wooden  "" happy easter""",wooden,0.11,0.12
489445,21091,SET/6 WOODLAND PAPER PLATES,12,2009-12-01T09:57:00Z,0.85,17519,United Kingdom,set/6 woodland paper plates,paper,0.32,0.21
489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,2009-12-01T10:06:00Z,2.55,13758,United Kingdom,red hanging heart t-light holder,holder,0.21,0.44
489446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2009-12-01T10:06:00Z,2.55,13758,United Kingdom,white hanging heart t-light holder,holder,0.21,0.44
489446,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2009-12-01T10:06:00Z,1.25,13758,United Kingdom,victorian glass hanging t-light,light,0.26,0.26
489446,22125,UNION JACK HOT WATER BOTTLE,12,2009-12-01T10:06:00Z,5.95,13758,United Kingdom,union jack hot water bottle,bottle,0.33,1.48
489446,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-01T10:06:00Z,1.25,13758,United Kingdom,red spot ceramic drawer knob,ceramic,0.16,0.17
489446,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2009-12-01T10:06:00Z,2.95,13758,United Kingdom,paper chain kit 50's christmas,christmas,0.26,0.61
489446,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2009-12-01T10:06:00Z,4.95,13758,United Kingdom,scottie dog hot water bottle,bottle,0.33,1.23
489446,22112,CHOCOLATE HOT WATER BOTTLE,12,2009-12-01T10:06:00Z,4.95,13758,United Kingdom,chocolate hot water bottle,bottle,0.33,1.23
489446,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-01T10:06:00Z,1.25,13758,United Kingdom,heart filigree dove  small,unclassified,0.31,0.3
489446,22199,FRYING PAN RED POLKADOT,4,2009-12-01T10:06:00Z,4.25,13758,United Kingdom,frying pan red polkadot,polkadot,0.15,0.55
489446,22083,PAPER CHAIN KIT RETRO SPOT,24,2009-12-01T10:06:00Z,2.95,13758,United Kingdom,paper chain kit retro spot,paper,0.32,0.72
489446,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2009-12-01T10:06:00Z,3.95,13758,United Kingdom,hot water bottle tea and sympathy,tea,0.21,0.69
489446,21485,RED SPOT HEART HOT WATER BOTTLE,12,2009-12-01T10:06:00Z,4.95,13758,United Kingdom,red spot heart hot water bottle,bottle,0.33,1.23
489446,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2009-12-01T10:06:00Z,1.95,13758,United Kingdom,jumbo bag scandinavian paisley,jumbo,0.33,0.48
489446,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01T10:06:00Z,1.95,13758,United Kingdom,jumbo bag pink vintage paisley,vintage,0.14,0.24
489446,85099B,JUMBO BAG RED WHITE SPOTTY,20,2009-12-01T10:06:00Z,1.95,13758,United Kingdom,jumbo bag red white spotty,spotty,0.15,0.25
489446,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2009-12-01T10:06:00Z,0.85,13758,United Kingdom,"charlotte bag , pink/white spots",charlotte,0.18,0.13
489446,20724,RED SPOTTY CHARLOTTE BAG,10,2009-12-01T10:06:00Z,0.85,13758,United Kingdom,red spotty charlotte bag,spotty,0.15,0.11
489446,21590,KINGS CHOICE CIGAR BOX MATCHES,24,2009-12-01T10:06:00Z,1.25,13758,United Kingdom,kings choice cigar box matches,mat,0.25,0.25
489446,21592,RETRO SPOT  CIGAR BOX MATCHES,24,2009-12-01T10:06:00Z,1.25,13758,United Kingdom,retro spot  cigar box matches,retro,0.16,0.17
489446,20725,LUNCH BAG RED SPOTTY,10,2009-12-01T10:06:00Z,1.65,13758,United Kingdom,lunch bag red spotty,spotty,0.15,0.22
489446,20728,LUNCH BAG CARS BLUE,10,2009-12-01T10:06:00Z,1.65,13758,United Kingdom,lunch bag cars blue,lunch,0.31,0.39
489446,20726,LUNCH BAG WOODLAND,10,2009-12-01T10:06:00Z,1.65,13758,United Kingdom,lunch bag woodland,lunch,0.31,0.39
489446,20754,RETRO RED SPOTTY WASHING UP GLOVES,12,2009-12-01T10:06:00Z,2.1,13758,United Kingdom,retro red spotty washing up gloves,spotty,0.15,0.27
489446,21217,RED SPOTTY ROUND CAKE TINS,12,2009-12-01T10:06:00Z,8.95,13758,United Kingdom,red spotty round cake tins,cake,0.22,1.61
489446,22195,LARGE HEART MEASURING SPOONS,12,2009-12-01T10:06:00Z,1.65,13758,United Kingdom,large heart measuring spoons,ring,0.28,0.36
489446,85066,CREAM SWEETHEART MINI CHEST,2,2009-12-01T10:06:00Z,12.75,13758,United Kingdom,cream sweetheart mini chest,cream,0.17,1.85
489447,POST,POSTAGE,1,2009-12-01T10:10:00Z,130,12362,Belgium,postage,unclassified,0.31,30.76
